nom,code,type,gid,adresse,lon,lat
Bibliothèque Le Court-Brouillon,D,D1,14260,4 rue du Mulet,-0.5726945,44.8395208
Galerie Ilka Bree,D,D3,14356,7 rue Cornac,-0.5723336,44.851092
Galerie Jane Huart,D,D3,14357,17 rue Lafaurie de Monbadon,-0.5798092,44.8435538
5UN7,D,D3,14363,57 rue de la Rousselle,-0.567692,44.8366822
Silicone,D,D3,14364,33 rue Leyteire,-0.5697083,44.8341227
"Collectif 0,100",D,D3,14370,14 rue Leyteire,-0.5693807,44.8347363
Galerie du sentiment océanique,D,D3,14374,6 place Pierre Renaudel,-0.5613721,44.8306213
Le bootleg,D,D4,14377,4 rue Lacornée,-0.5831002,44.8357602
Théâtre Comédie Gallien,D,D4,14378,20 rue Rolland,-0.5808327,44.8425748
Théâtre Le Victoire,D,D4,14383,18 rue des Augustins,-0.5714642,44.832143
Vivres de l'art,D,D3,14396,4 rue Achard,-0.5492391,44.8641008
Café-théâtre Les 3 coups,D,D4,15182,32 rue des Allamandiers,-0.565029,44.833707
Rectorat de l'académie de Bordeaux - Union Nationale du Sport Scolaire (UNSS),E,E5,2785,3 terrasse Front du Médoc,-0.5874632,44.8389719
Etablissement Public d'Aménagement Bordeaux - Euratlantique,E,E6,11992,140 rue des Terres de Bordes,-0.5544455,44.8226229
BxMétro - Cité Municipale,M,M1,12199,4 rue Claude Bonnier,-0.5821522,44.8380815
Annexe Hôtel de ville,O,O1,12202,6 place Rohan,-0.579295,44.8375286
Relais Petite Enfance Centre Saint-Augustin (RPE) - Site distant,P,P5,11322,15 rue du Docteur Albert Barraud,-0.586856,44.8443815
BxMétro - Centre Caudéran,M,M6,12897,10 rue Galilée,-0.6272389,44.8402938
BxMétro - Centre Dandicolle,M,M6,11111,17 rue Jean Renaud Dandicolle,-0.5865833,44.8328686
Conseil Départemental de l'Accès au Droit (CDAD),E,E12,13058,30 rue des Frères Bonie,-0.5805926,44.8362647
Crèche familiale  Grand parc,P,P5,13537,47 rue Pierre Trébod,-0.5838597,44.859117
Marché du pont Saint-Emilion,O,O4,13781,,-0.5388489,44.853298
Marché du soir,O,O4,13783,,-0.5609137,44.8417022
Marché des Grands Hommes,O,O4,13785,,-0.5777145,44.8429352
Marché biologique des Quais,O,O4,13789,,-0.5694181,44.8500718
Marché des Chartrons,O,O4,13790,Place du Marché des Chartrons,-0.5725061,44.852211
Marché Saint-Victor Dupeux,O,O4,13797,,-0.5884184,44.8307341
Marché Calixte Camelle,O,O4,13798,,-0.5500183,44.8429291
Marché Pouyanne,O,O4,13799,,-0.5777622,44.8250879
Marché Saint-Augustin,O,O4,13800,,-0.6112432,44.8327638
Marché des bouquinistes,O,O4,13803,Place du Marché des Chartrons,-0.5723516,44.8523087
Marché Royal (Saint-Michel),O,O4,13821,,-0.5659303,44.8345439
Marché Neuf (Saint-Michel),O,O4,13822,,-0.566309,44.8344519
Mairie de quartier Nansouty Saint-Genès,O,O1,20,250 rue Malbec,-0.5716224,44.8204819
Centre routier départemental - Garage entretien des véhicules,E,E7,2471,31 rue Sainte Cécile,-0.5856906,44.830728
Agence Départementale d'Information sur le Logement (ADIL),E,E7,2472,105 avenue Emile Counord,-0.575209,44.8592573
Centre routier départemental - Centre d'exploitation,E,E7,2473,121 quai de la Souys,-0.5401823,44.8290903
"Centre d'Etudes et d'expertise sur les Risques, l'Environnement, la Mobilité et l'Aménagement (CEREMA) - Département Laboratoire de Bordeaux",E,E7,2482,24 rue Carton,-0.6325513,44.8590531
Parc Départemental de l'Equipement,E,E14,2484,235 avenue du Docteur Schinazi,-0.5435528,44.8821118
Centre Régional des Oeuvres Universitaires et Scolaires (CROUS),E,E5,2486,18 rue du Hamel,-0.5646712,44.8314229
Centre d'Information et d'Orientation (CIO),E,E5,2489,39 cours de Verdun,-0.5749985,44.8504871
Direction Régionale des Finances Publiques (DRFiP),E,E4,2499,24 rue François de Sourdis,-0.5886087,44.835946
Caisse des dépôts - Direction des retraites et de la solidarité,E,E4,2509,5 rue du Vergne,-0.5598814,44.8923035
Association Régionale des Organismes Sociaux pour l'Habitat en Aquitaine (AROSHA),E,E7,2516,,-0.5548992,44.8627606
BxMétro - Service de l'eau et de l'assainissement,M,M6,2551,7 rue Corps Franc Pommies,-0.5876524,44.8499384
"Direction Régionale de l'Environnement, de l'Aménagement et du Logement d'Aquitaine (DREAL)",E,E7,2561,2 rue Jules Ferry,-0.6014735,44.8409342
Archives Départementales - Annexe,E,E14,2562,13 rue d'Aviau,-0.5764379,44.8502781
Maison Départementale de la Santé (MDS),E,E14,2564,2 rue du Moulin Rouge,-0.60265,44.8418127
Conseil de prud'hommes,E,E12,2671,13 rue Maréchal Joffre,-0.5786658,44.835775
Tribunal de Grande Instance de Bordeaux (TGI),E,E12,2672,30 rue des frères Bonie,-0.5802844,44.8356532
Défenseur des droits,E,E12,2674,2 place Ravesies,-0.5758381,44.8651897
Maison Départementale des Sports et de la Vie Associative (MDSVA),E,E14,2676,28 rue Labottière,-0.5897608,44.8527378
Caisse Primaire Assurance Maladie (CPAM),E,E10,2688,8 rue Vital-Mareille,-0.5730692,44.8661728
Caisse Primaire Assurance Maladie (CPAM),E,E10,2689,232 rue Pelleport,-0.5678613,44.8203231
Caisse Primaire Assurance Maladie (CPAM),E,E10,2690,22 rue de Tregey,-0.547492,44.8395742
Tribunal des affaires de sécurité sociale,E,E12,2691,32 rue Nicot,-0.586367,44.8339438
Maison du paysan - Mutualité Sociale Agricole (MSA),E,E10,2694,13 rue Foy,-0.5730753,44.8484579
Caisse Primaire Assurance Maladie (CPAM),E,E10,2698,17 rue Robert Schuman,-0.5824505,44.8587865
"Direction Régionale de l'Alimentation, de l'Agriculture et de la Forêt (DRAAF)",E,E1,2703,51 rue Kieser,-0.5944881,44.8431417
Direction Départementale des Territoires et de la Mer (DDTM),E,E6,2704,2 rue Jules Ferry,-0.6015676,44.8414187
Secrétariat Général pour l'Administration de la Police (SGAP) - Service de Zone des Systèmes d'Informations et de Communication (SZSIC),E,E3,3166,68 cours Dupré de Saint Maur,-0.5530316,44.871522
Mairie de quartier Saint-Augustin Tauzin Alphonse Dupeux,O,O1,3387,18 place de l'Eglise Saint Augustin,-0.6115739,44.8326243
Archives Départementales,E,E14,5304,72 cours Balguerie Stuttenberg,-0.5679091,44.8569252
Chambre des notaires de la Gironde,E,E12,7715,6 rue Mably,-0.5762467,44.8433072
Maison de la Justice et du Droit de Bordeaux Nord (MJD),E,E12,7716,2 place Ravesies,-0.5759533,44.8651376
Maison Départementale Solidarité Insertion de Bordeaux Lac (MDSI),B,B10,7787,47 rue Charles Tournemire,-0.5716514,44.8732776
Maison Départementale Solidarité Insertion de Bordeaux Centre (MDSI),B,B10,7788,14 rue Poitevin,-0.5831916,44.8456772
Centre de Gestion de la Fonction Publique Territoriale de Gironde (CDG33),E,E14,7841,25 rue Cardinal Richaud,-0.5648331,44.8867703
Direction Interdépartementale des Routes Atlantique (DIRA) - Siège,E,E7,2416,19 allée des Pins,-0.6033845,44.8355104
Agence Erasmus+ France / Education et Formation,E,E5,8451,25 quai des Chartrons,-0.5704031,44.8501659
Rectorat de l'académie de Bordeaux,E,E5,8751,3 terrasse Front du Médoc,-0.5871754,44.8390513
Maison Des Adolescents de la Gironde (MDA),E,E14,2463,5 rue Duffour Dubergier,-0.5762753,44.8369995
Région - Horizon 2,E,E13,9284,11 terrasse du Médoc,-0.5876937,44.8382938
Direction Générale des Finances Publiques (DGFiP),E,E4,9362,2 rue Jules Ferry,-0.601835,44.8413517
Pôle emploi - Direction régionale,E,E11,9447,87 rue Nuyens,-0.5602366,44.843432
Tribunal pour enfants,E,E12,9450,30 rue des Frères Bonie,-0.5804141,44.8360146
Mission locale Bordeaux Avenir Jeunes,E,E11,9451,14 cours Pasteur,-0.5752043,44.8361107
Délégation Régionale à la Recherche et à la Technologie (DRRT),E,E18,9482,4 C Esplanade Charles de Gaulle,-0.5831962,44.8368215
Direction Interrégionale des Douanes,E,E4,9484,1 quai de la Douane,-0.5696601,44.8407179
Trésorerie,E,E4,9491,,-0.5418683,44.8440483
Chambre de Commerce et d'Industrie Région Aquitaine (CCIR),E,E8,9538,185 cours du Médoc,-0.5742546,44.8648848
Maison Départementale Solidarité Insertion de Bordeaux Saint-Michel (MDSI),B,B10,10835,18 rue de Canihac,-0.5742545,44.833971
Association Régionale de l'Enseignement Catholique en Aquitaine (ARECA),E,E5,2233,54 boulevard Godard,-0.5876712,44.8602667
Piste d'athlétisme,C,C1,16337,290 avenue du Maréchal de Lattre de Tassigny,-0.6219566,44.8543289
Terrain de football,C,C15,16338,290 avenue du Maréchal de Lattre de Tassigny,-0.6212005,44.8565792
Terrain de handball,C,C15,16342,290 avenue du Maréchal de Lattre de Tassigny,-0.6223899,44.8568604
Ecole Maternelle Nuyens,A,A1,330,18 rue de Nuyens,-0.5612316,44.8446493
Ecole Maternelle Lac 2,A,A1,223,Rue du Petit Miot,-0.5699106,44.8730189
Salle Promis,C,C2,16355,50 rue Joseph Faure,-0.5513335,44.8388075
Terrain de football,C,C15,16356,,-0.5472756,44.8385291
Mur d'escalade,C,C2,16362,1 rue de Maître Jean,-0.6133886,44.8293428
Terrain de rugby,C,C15,16364,30 rue Gondalma,-0.6258903,44.8497894
Dojo,C,C2,16366,,-0.6264807,44.8488095
Salle omnisports,C,C2,16370,63 rue Brun,-0.5753613,44.8173391
Terrain de football,C,C15,16372,,-0.6325461,44.853699
Salle omnisports S1,C,C2,16481,6 cours Jules Ladoumègue,-0.5717002,44.8987624
Mur d'escalade,C,C2,16642,6 cours du Québec,-0.5710841,44.8750815
Gymnase Alice Milliat,C,C2,16667,117 bis cours Victor Hugo,-0.5724577,44.8352642
Espace sportif Bel Air,C,C4,16741,4 avenue Bel Air,-0.6063072,44.8420713
Salle municipale Son Tay,O,O5,16761,47 rue de Son Tay,-0.5520703,44.8251807
Centre de loisirs Stendhal,C,C7,14983,Rue du Faubourg des Arts,-0.5679286,44.8558579
Stade Chaban Delmas (ex Parc Lescure),D,D7,2714,5 place Johnston,-0.5984504,44.8288452
Casino de Bordeaux,D,D7,2723,8001 allée Alexandre Dumas,-0.5659349,44.8883658
Parc des Expositions Jacques Chirac,D,D7,2724,,-0.5724135,44.8930745
Le Monument aux Girondins,D,D6,2733,,-0.5748936,44.845435
Ruines du Palais Gallien,D,D6,2735,,-0.5828619,44.8476567
Salle de répétition Franklin,D,D4,2744,21 rue Vauban,-0.5744786,44.8485042
Petit Hôtel Labottière,D,D6,2751,13 rue Saint Laurent,-0.582439,44.8491804
Musée des Arts Décoratifs et du Design (MADD),D,D3,2753,39 rue Bouffard,-0.5802215,44.8389072
Muséum d'Histoire naturelle,D,D3,2758,5 place Bardineau,-0.5799899,44.8484848
Cinéma Mégarama,D,D2,2763,7 quai des Queyries,-0.56139,44.842052
Théâtre Trianon,D,D4,2764,6 rue Franklin,-0.5780541,44.8422485
Bibliothèque Mériadeck,D,D1,2773,85 cours du Maréchal Juin,-0.5866595,44.8353178
Bibliothèque du Jardin Public,D,D1,2774,Place Bardineau,-0.58002,44.8479064
Bibliothèque diocésaine de Bordeaux,D,D1,2775,145 rue de Saint Genès,-0.5814132,44.8255782
Bibliothèque de la Bastide,D,D1,3503,18 rue Alexander Fleming,-0.5421728,44.8439128
Porte Dijeaux,D,D6,8873,,-0.5798528,44.840635
Résidence préfectorale - Hôtel de Nesmond,D,D6,9574,17 B rue Vital Carles,-0.5785732,44.8403609
Bibliothèque Universitaire Sciences de l'Homme,D,D1,11464,Place de la Victoire,-0.5722282,44.8312306
Infothèque,D,D1,11468,35 avenue Abadie,-0.5579463,44.8447308
Square Charazac,H,H1,6257,,-0.5766729,44.8644538
Parc Denis et Eugène Bühler,H,H3,7791,,-0.5723901,44.8764751
Square Docteur Roger Hypoustéguy,H,H1,10314,,-0.5443193,44.879303
Square Joséphine,H,H1,10315,82 rue Delord,-0.5602878,44.8611239
Square des Martyrs de la Résistance,H,H1,10317,,-0.5853049,44.8426138
Square Jean Bureau,H,H1,10326,,-0.5696123,44.8365971
Place Francis de Pressensé,H,H4,10327,,-0.5754291,44.8321242
Place d'Arlac,H,H4,10329,,-0.5888345,44.8306573
Square du Professeur Jacques Lasserre,H,H1,10330,,-0.5771414,44.8247399
Square Paul Antin,H,H1,10331,42 bis rue Paul Antin,-0.5702134,44.819437
Jardin des Lumières,H,H2,12375,,-0.569641,44.8432084
Parc des Berges de Garonne,H,H3,12537,,-0.5404274,44.8840846
Square Dom Bedos,H,H1,12556,,-0.5603734,44.831162
Square du Petit Cardinal,H,H1,12557,,-0.54588,44.8463723
Square Reignier,H,H1,12559,18 rue Reignier,-0.5607423,44.8473637
Parc de la Cité de la Benauge,H,H3,13896,,-0.5403611,44.8455345
Place du Capitaine Dutertre,H,H4,13918,,-0.592823,44.840909
Place Charles Gruet,H,H4,13920,,-0.5801848,44.8464563
Place des Droits de l'Enfant,H,H4,13922,,-0.5641958,44.8457861
Place Ferdinand Buisson,H,H4,13937,,-0.551304,44.824119
Place Montaud,H,H4,13939,,-0.5546528,44.8413049
Place Picard,H,H4,13956,,-0.5714288,44.855294
Place Amélie Raba Léon,H,H4,13958,,-0.6034159,44.8301564
Place Simiot,H,H4,13960,,-0.5775269,44.8229258
Square Gérard Fontan,H,H1,14218,,-0.5455418,44.878555
Square Nicole Schÿler,H,H1,14256,,-0.5710309,44.8486895
Parking souterrain Pey Berland (Metpark),J,J10,2324,,-0.5762566,44.838022
Parking souterrain du centre commercial Mériadeck (Metpark),J,J10,2326,,-0.5844543,44.8390848
Parking des Capucins,J,J10,3151,,-0.5663359,44.8299819
Parking souterrain Camille Jullian,J,J10,3296,,-0.5720645,44.8389271
Parking souterrain République (Metpark),J,J10,3297,,-0.5793918,44.8349783
Parking souterrain Grands Hommes (Metpark),J,J10,3299,,-0.577559,44.8429907
Parking souterrain Cité Mondiale du Vin (Metpark),J,J10,3303,,-0.5704984,44.8496036
Parc-Relais Porte de Bordeaux (abonnés),J,J5,3502,,-0.5973019,44.832948
B. Quinconces,J,J7,3233,,-0.5738796,44.8444797
Parking CHU Groupe Hospitalier Pellegrin,J,J8,2316,14 rue Eugène Jacquet,-0.6092853,44.8247355
Parking souterrain Mégarama (Metpark),J,J10,2322,,-0.560709,44.8430552
Parking des Allées de Chartres (Metpark),J,J10,2333,,-0.5732818,44.8467686
TBM Dépôt Lescure,J,J6,2344,25 rue Commandant Marchand,-0.6011319,44.8343223
TBM Centre d'exploitation du Lac,J,J6,2350,14 rue Bougainville,-0.5625503,44.87578
Centre routier du Lac,J,J3,2351,,-0.5528864,44.8871779
Gare Bordeaux Saint-Jean et services liés,J,J2,2353,8001 rue Charles Domercq,-0.5559864,44.8258074
B. Hôtel de ville,J,J7,3236,,-0.5764266,44.8378499
B. Saint-Nicolas,J,J7,3239,,-0.5739847,44.8289894
C-D. Quinconces,J,J7,3254,,-0.5737487,44.8440219
C-D. Sainte-Croix,J,J7,3258,,-0.5594381,44.8318519
C-D. Gare Saint-Jean,J,J7,3260,,-0.5568006,44.8259222
A. Hôpital Pellegrin,J,J7,3262,,-0.6046219,44.8301741
A. Gaviniès,J,J7,3264,,-0.5931925,44.8330782
Presbytère du Sacré-Coeur,L,L2,2199,113 rue Billaudel,-0.5626814,44.8229258
Archevêché de Bordeaux,L,L2,2203,183 cours de la Somme,-0.5732749,44.8236783
Couvent des dominicains,L,L2,2210,20 rue des Ayres,-0.5731287,44.8366312
Presbytère Sainte-Eulalie,L,L2,2215,13 place Sainte-Eulalie,-0.5777895,44.8337315
Presbytère Notre-Dame de Salut,L,L2,2223,,-0.6017865,44.8437979
Presbytère Saint-Ferdinand,L,L2,2229,45 rue Calve,-0.5903089,44.8512246
Mosquée El Houda,L,L1,2240,50 rue Jules Guesde,-0.5644078,44.8296299
Eglise Sainte-Croix,L,L1,2241,,-0.560952,44.8310876
Chapelle de la Madeleine,L,L1,2242,24 cours Pasteur,-0.5746132,44.8346471
Eglise Sainte-Marie de la Bastide,L,L1,2251,,-0.5567618,44.8431396
Eglise Saint-Pierre (classée),L,L1,2252,,-0.5702548,44.8398965
Lieu de culte Antoiniste,L,L1,2256,27 rue Sainte Luce,-0.5870866,44.8453558
Eglise évangélique de l'assemblée de Dieu,L,L1,2265,18 avenue de la République,-0.6004464,44.8399463
Temple des Chartrons,O,O2,2269,10 rue Notre Dame,-0.5720831,44.8496561
Eglise Saint-Amand,L,L1,2274,,-0.6148749,44.8518254
Chapelle Jasmin,L,L1,2277,8 rue du Docteur Roux,-0.6358288,44.8611231
Eglise orthodoxe grecque,L,L1,2279,278 rue Jardin Public,-0.5694596,44.8619198
A. Mériadeck,J,J7,3266,,-0.5843238,44.8381366
A. Hôtel de Ville,J,J7,3268,,-0.5772059,44.8373053
A. Galin,J,J7,3275,,-0.5443665,44.849769
Parc-Relais Galin,J,J5,3294,,-0.5465349,44.8497552
Parking Euromaster,J,J8,3315,,-0.5530101,44.8448776
Parking Marc Nouaux,J,J8,3330,27 rue de Caudéran,-0.5948393,44.8463446
Parc d'échange du Caillou,J,J8,3353,,-0.6345616,44.8604713
C-D. Carle Vernet,J,J7,3361,,-0.550423,44.819877
B. La Cité du Vin,J,J7,3364,,-0.5533301,44.8606449
B. CAPC (Musée d'art contemporain),J,J7,3365,,-0.5704728,44.8490827
B. Les Hangars,J,J7,3368,,-0.5586325,44.8580566
C. Camille Godard,J,J7,3371,,-0.574466,44.8546865
C. Grand parc,J,J7,3373,,-0.5752997,44.8622787
A. Saint-Bruno,J,J7,3397,,-0.5892944,44.8374239
Parking Pont Saint Emilion Bretelle,J,J8,3432,,-0.539399,44.8534839
B. Claveau,J,J7,3460,,-0.5438408,44.8778378
Parking souterrain Alsace Lorraine (Metpark),J,J10,3513,,-0.5686285,44.8381226
Ateliers bus et tramway - Centre de maintenance et d'exploitation Achard / Bacalan,J,J6,4300,,-0.5467406,44.8676753
Parking Rue Pierre Trébod,J,J8,5292,,-0.5857494,44.8597342
Parking Rue Pierre Trébod,J,J8,5298,,-0.5834032,44.8568131
Parking Rue Pierre Trébod,J,J8,5306,,-0.5846508,44.862017
Parking Rue des Frères Portmann,J,J8,5308,,-0.578435,44.8600321
Parking Rue du Docteur Schweitzer,J,J8,5309,,-0.5823132,44.8628851
Parking,J,J8,6088,,-0.5545578,44.829166
Parking Quai des Marques,J,J10,7654,,-0.5618781,44.8561424
Parking souterrain Clémenceau,J,J10,7655,9 cours Georges Clemenceau,-0.5810722,44.842275
Parking souterrain André Meunier,J,J10,7657,,-0.5628913,44.8290717
Parking Bonnac (Metpark),J,J10,7665,36 rue du Château d'eau,-0.5830285,44.8397747
Parking Pont Saint Emilion Sud,J,J8,3318,,-0.5387047,44.8527545
Parking CHU Groupe Hospitalier Pellegrin,J,J10,9795,,-0.6039618,44.8291699
Parking souterrain Le Roy,J,J10,7663,,-0.5594091,44.8268804
C. Parc des Expositions,J,J7,10074,,-0.5658122,44.8932868
Ponton Yves Parlier,J,J12,13804,,-0.5635846,44.8417322
Embarcadère Thomas Jefferson,J,J12,13808,,-0.5644524,44.8542984
Port Bastide,J,J12,13816,,-0.5610069,44.8521347
Parking P3 - Gare Saint-Jean Belcier,J,J10,15081,,-0.5551523,44.8239023
Parking Cité du Vin,J,J10,15082,2 rue de Gironde,-0.550443,44.8639522
Embarcadère River Cruise,J,J12,16662,,-0.5689078,44.8497888
Ponton Ariane,J,J12,16665,,-0.5682051,44.8511375
Parking Saget,J,J10,16861,,-0.5570849,44.8294459
Parking Serr,J,J10,16862,,-0.5588729,44.8434305
Parking Bastide Niel (Abonnés),J,J10,17281,104 quai des Queyries,-0.5583617,44.8508634
ENEDIS - Base technico-commerciale,K,K4,2297,115 quai de la Souys,-0.542051,44.8299526
Chaufferie Pellegrin - Charles Perrens,K,K6,14741,,-0.6011355,44.8262394
Presbytères Sainte-Croix - Saint-Eloi - Saint-Michel,L,L2,2197,5 bis rue du Novciat,-0.5628157,44.8310826
BxMétro - Centre Espaces Verts Pins Francs,M,M6,10236,19 rue des Pins francs,-0.622227,44.8595441
BxMétro - Centre Espaces Verts Parc Bordelais (063),M,M6,15261,,-0.6033635,44.8555502
Direction Départementale de la Cohésion Sociale (DDCS),E,E9,15904,103 bis rue Belleville,-0.5858672,44.8342651
Comité Départemental Handisport de Gironde,E,E9,15905,28 rue Labottière,-0.5900534,44.8527489
Marché du parc de Lussy,O,O4,16581,,-0.6076595,44.8410798
Maison d'assistantes maternelles (MAM) Association Les Pinsons,P,P4,17166,6 rue Jean Bedouret,-0.5436405,44.8510349
Maison d'assistantes maternelles (MAM) Association Origami,P,P4,17168,4 avenue des Quarante Journaux,-0.5714047,44.8831048
BxMétro - Centre Propreté ST 10,M,M6,17365,87 quai de Paludate,-0.5501628,44.826134
Cimetière de la Chartreuse,F,F3,167,,-0.5941323,44.835322
Orange - Direction régionale,F,F5,2418,20 rue du Château d'Eau,-0.5829933,44.8406561
Bureau de poste Bastide,F,F4,2437,,-0.5553077,44.8434245
Bureau de poste Fondaudège,F,F4,2446,11 rue du Temps Passé,-0.5859133,44.8506443
Bureau de poste Caudéran,F,F4,2449,45 avenue Louis Barthou,-0.6094597,44.8516966
Cimetière des Pins Francs,F,F3,2457,32 rue Soubiras,-0.6211472,44.8592874
Maison du tourisme de la Gironde,F,F1,2467,9 rue Fondaudège,-0.5785218,44.8457947
Service des objets trouvés,O,O2,2538,6 place Rohan,-0.579196,44.8374446
Centre technique municipal,O,O2,2521,7 rue de Saigon,-0.5509248,44.8267749
Bureau de poste Grand Parc,F,F4,4178,Place de l'Europe,-0.5818295,44.8588806
Bureau de poste Nansouty,F,F4,8415,243 cours de la Somme,-0.5726615,44.8208912
BxMétro - Archives,M,M6,10775,4 rue Xavier Védère,-0.553845,44.8473264
Agence postale Darwin,F,F4,13142,87 quai de Queyries,-0.5604017,44.8495738
Lieu des Associations et des Bénévoles Bordelais (LABB) - Antenne de Nansouty - Saint-Genès,O,O2,15251,279 cours de la Somme,-0.5725434,44.8192908
Lieu des Associations et des Bénévoles Bordelais (LABB) - Antenne des Douves,O,O2,15253,4 bis rue des Douves,-0.5662502,44.8308399
Espace de médiation numérique (Sésame),O,O2,13116,13 place Canteloup,-0.5657068,44.8337397
