nom,code,type,gid,adresse,lon,lat
Club sénior Quintin,N,N3,7635,127 rue Quintin,-0.5997723,44.823708
Club sénior Bonnefin,N,N3,11918,5 rue Bonnefin,-0.5513222,44.8447046
Club sénior Chantecrit,N,N3,11919,45 rue Commandant Hautreux,-0.563051,44.8630496
Club sénior Dubourdieu,N,N3,11920,73 rue Dubourdieu,-0.5774062,44.8209579
Club sénior Lumineuse,N,N3,11922,196 rue Achard,-0.5456066,44.8723957
City stade Grand Parc,C,C11,12258,50 rue Pierre Trébod,-0.5852699,44.8588936
Centre de loisirs Paul Berthelot,C,C7,15031,25 rue Paul Berthelot,-0.571741,44.8567872
Centre de loisirs Pas Saint-Georges,C,C7,15032,55 rue Pas Saint Georges,-0.5719924,44.8381992
Centre de loisirs,C,C7,15033,1 rue Paul Antin,-0.571464,44.8182686
Centre de loisirs Paul Doumer,C,C7,15034,Rue Paul Doumer,-0.6172365,44.8570152
Centre de loisirs Thiers,C,C7,15040,4 rue Savigné Chanteloup,-0.542464,44.849976
Centre de loisirs Vaclav Havel,C,C7,15041,4 rue Xavier Arsène Henry,-0.5709797,44.8800088
Centre de loisirs Vieux Bordeaux,C,C7,15042,7 rue Dieu,-0.5712068,44.8418853
Jeunes Science Bordeaux,C,C8,15184,208 rue Carle Vernet,-0.5544487,44.8161912
Amicale Laïque Bacalan,B,B3,15185,5 rue Joseph Brunet,-0.5462309,44.8740561
Terrain de basket,C,C15,15642,,-0.5634186,44.8498337
Lieu d'Accueil Enfants-Parents Thiers (LAEP),P,P5,15762,6 rue Savigne Canteloup,-0.5425654,44.8501727
Lieu d'Accueil Enfants-Parents La Parentèle (LAEP),P,P5,15763,5 rue du Noviciat,-0.5629083,44.8310523
Lieu d'Accueil Enfants-Parents Caudéran (LAEP),P,P5,15764,194 avenue du Maréchal de Lattre de Tassigny,-0.6151485,44.8550776
Terrain de basket,C,C15,16314,63 rue du Professeur Villemin,-0.551671,44.8732189
Terrain de volley,C,C15,16315,63 rue du Professeur Villemin,-0.5523388,44.8734157
Espace de glisse urbaine,C,C1,16319,,-0.5626486,44.8349853
Terrain de football,C,C15,16322,6 cours Jules Ladoumègue,-0.567891,44.9014866
Piste d'athlétisme,C,C1,16326,15 rue Chauffour,-0.5900804,44.8389886
Piste d'athlétisme,C,C1,16331,5 Place Johnston,-0.5988547,44.8281195
Terrain de basket,C,C15,16332,5 Place Johnston,-0.599536,44.8278368
Gymnase Wustenberg,C,C2,12497,15 rue Wustenberg,-0.5910035,44.8474894
Club sénior Le Petit Trianon,N,N3,12722,8 rue Jean Artus,-0.5832866,44.8623364
Maison de quartier La Bastide,O,O3,3559,13 allée Jean Giono,-0.5631761,44.8453534
Ludothèque Interlude Berges du Lac,D,D9,12980,33 cours de Québec,-0.5713,44.8790147
Centre d'animation Bacalan,C,C8,13338,139 rue Joseph Brunet,-0.5433253,44.8796182
Centre d'animation Saint-Pierre,C,C8,2709,4 rue du mulet,-0.5729279,44.8395429
Piste d'accélération moto,C,C1,13576,,-0.5520608,44.9006046
Amicale Laïque David Johnston,B,B3,13598,64 rue Paulin,-0.5873257,44.8481933
Espace sportif Pierre Trébod,C,C4,13856,50 rue Pierre Trébod,-0.5854545,44.8585747
Aire de jeux Chartrons - Martinique,C,C1,13936,,-0.5673319,44.8524932
Aire de jeux Chartrons - Arnozan,C,C1,13962,,-0.5696481,44.8496612
Espace associatif du Petit Cardinal,C,C8,14216,,-0.5462826,44.8464072
Café pompier,C,C8,14342,6 place Pierre Renaudel,-0.5615275,44.8306362
Gymnase Robert Geneste,C,C2,14602,19 rue Beck,-0.5508255,44.8218002
Terrain de football,C,C15,14881,4 avenue Bel Air,-0.606415,44.8414913
Terrain de beach volley,C,C15,14905,,-0.5593405,44.8328925
Stade Bordelais ASPTT,C,C8,14942,290 avenue du Maréchal de Lattre de Tassigny,-0.6212674,44.8563419
Les coqs rouges,C,C8,14943,14 place Sainte-Eulalie,-0.5778253,44.8338661
Lieu d'Accueil Enfants-Parents de la Maison des enfants (LAEP),P,P5,14961,64 rue Magendie,-0.576308,44.832926
Centre de loisirs Noviciat,C,C7,14964,28 rue des Douves,-0.5633448,44.830573
Centre de loisirs Albert Barraud,C,C7,14966,21 rue du Docteur Albert Barraud,-0.5868861,44.8449679
Centre de loisirs Alphonse Dupeux,C,C7,14972,5 rue Alphonse Dupeux,-0.5890413,44.8307983
Centre de loisirs Balguerie,C,C7,14982,31 cours Balguerie Stuttenberg,-0.5698424,44.8564152
Centre de loisirs Béchade,C,C7,14988,30 rue de la Bechade,-0.5970389,44.826046
Centre de loisirs Beck,C,C7,14990,17 place Ferdinand Buisson,-0.5506451,44.823458
Centre de loisirs Bel-Air,C,C7,14992,3 rue Victor Caffin,-0.6079542,44.8389664
Centre de loisirs Nuits,C,C7,14996,31 rue de Nuits,-0.5525568,44.8419841
Centre de loisirs Charles Martin,C,C7,14998,83 rue Charles Martin,-0.5517448,44.8744392
Centre de loisirs Jules Ferry,C,C7,15003,101 rue Jules Ferry,-0.605997,44.8430125
Centre de loisirs Flornoy,C,C7,14994,44 rue Flornoy,-0.6098156,44.8330159
Centre de loisirs Francis de Pressensé,C,C7,15006,7 place Francis de Pressensé,-0.5758662,44.8321779
Centre de loisirs Jacques Prévert,C,C7,15009,45 rue de Talence,-0.5865333,44.8240329
Centre de loisirs Jean Cocteau,C,C7,15021,Rue du Grand Lebrun,-0.6007654,44.8479347
Centre de santé Galliéni - Pavillon de la Mutualité,B,B2,11068,45 cours du Maréchal Gallieni,-0.5915816,44.8246893
Crèche multi-accueil Cardinal Mériadeck - Les Petits Chaperons Rouges,P,P1,11138,9 esplanade Charles de Gaulle,-0.586047,44.8377522
Crèche multi-accueil Arc-en-ciel,P,P1,11142,Rue des Genêts,-0.5733095,44.8747263
Crèche multi-accueil Haussmann,P,P1,11143,181 cours du Médoc,-0.5733742,44.8641599
Crèche multi-accueil Pitchoun Bastide,P,P1,11157,16 rue de Nuits,-0.5539729,44.8424698
Crèche multi-accueil Canaillous Armagnac,P,P1,11159,21 rue Beck,-0.5507347,44.8219211
Crèche multi-accueil Les Câlins d'Orme,P,P1,11167,212 rue Naujac,-0.5944166,44.8502782
Crèche multi-accueil Pain d'épice,P,P1,11259,11 rue de Caulet,-0.5938112,44.8231535
Crèche multi-accueil Canaillous Brascassat,P,P1,11260,4 rue Brascassat,-0.5567876,44.8148556
Secours Populaire Français - Antenne de Amédée Alins,B,B3,11632,43 rue Deyries,-0.5727169,44.82605
Centre Médico-Psychologique (CMP),B,B2,11657,54 cours du Médoc,-0.5665488,44.8578121
Syndicat CFE-CGC,B,B3,11661,26 alléee de Tourny,-0.5763554,44.8436256
Maison d'Enfants à Caractère Social Godard - Saint-Ferdinand (MECS),B,B8,11698,14 rue Carton,-0.6322416,44.8579081
Association Rénovation,B,B3,11785,68 rue des Pins Francs,-0.623895,44.8622495
Résidence Universitaire Coeur de Bastide,A,A7,11806,,-0.5573296,44.8444026
Résidence Universitaire La Boétie,A,A7,11807,57 rue Saint-James,-0.5717549,44.8352359
Résidence Universitaire Carreire,A,A7,11846,,-0.6103557,44.8242129
Résidence Universitaire Tauzin,A,A7,11847,34 chemin Pomerol,-0.5999991,44.8209951
Restaurant Universitaire Les Chartrons,A,A6,11855,98 quai des Chartrons,-0.5654123,44.8548356
Restaurant Universitaire Le Cap'U,A,A6,11857,15 rue Jules Guesde,-0.5663907,44.8301655
Restaurant Universitaire Le Musée,A,A6,11858,,-0.5720228,44.8312481
Crèche multi-accueil Grand parc 1,P,P1,12299,41 rue Robert Schuman,-0.5847157,44.8582803
Foyer Restaurant Le Petit Trianon,N,N4,12721,10 rue Jean Artus,-0.5834559,44.8623274
Union Nationale de Familles et Amis de personnes Malades et/ou handicapées psychiques (UNAFAM),B,B3,13056,40 rue du Sablonat,-0.5741892,44.8180371
Pôle social Alfred Daney,B,B4,13276,77 boulevard Alfred Daney,-0.5720615,44.867762
Crèche multi-accueil People & Baby Bilbo'Quai,P,P1,13718,,-0.5606473,44.8435674
Centre social Foyer fraternel,B,B4,13719,23 rue Gouffrand,-0.5724547,44.8559439
Crèche multi-accueil People & Baby Mélodie et Ritournelle,P,P1,13736,,-0.5820413,44.8363633
Micro-crèche O des Sens,P,P3,13737,40 rue de Marseille,-0.5962815,44.8442859
Micro-crèche Le Petit théâtre,P,P3,13738,22 rue Esprit des Lois,-0.5726121,44.8429443
Crèche multi-accueil People & Baby Graine de Malice,P,P1,13756,20 allée de Boutaut,-0.5752266,44.867104
Espace familial La Parentèle,P,P5,7305,2 rue Courpon,-0.5885191,44.8372706
RPA Chantecrit,N,N2,14080,45 rue Commandant Hautreux,-0.562988,44.8628456
RPA Manon Cormier,N,N2,14081,60 rue Manon Cormier,-0.5901343,44.8314705
Maison relais Martin Videau,B,B8,14082,199 ter quai de Brazza,-0.537549,44.8670036
Micro-crèche Little Saint-Seurin,P,P3,14242,34 rue Ségalier,-0.587514,44.8420441
Crèche multi-accueil People & Baby O Délices,P,P1,14476,12 rue Cornac,-0.5725526,44.8508561
Micro-crèche Pomme d'Happy 1,P,P3,14479,427 avenue du Maréchal de Lattre de Tassigny,-0.6301211,44.8594431
Micro-crèche Kiddies,P,P3,15257,28 rue Laboye,-0.5865226,44.8238728
Les restaurants du coeur - Accueil de jour,B,B3,15562,77 boulevard Alfred Daney,-0.572267,44.8676639
Crèche multi-accueil Grand parc 2,P,P1,15753,48 rue Pierre Trebod,-0.5846326,44.8583413
Centre Papillon,P,P5,15768,127 avenue Emile Counord,-0.5752666,44.860124
RPA Maryse Bastié,N,N2,15907,16 rue Maryse Bastié,-0.5792753,44.8615364
Astrolabe,B,B3,16763,40 rue Laffiteau,-0.5517308,44.8247873
Crèche multi-accueil People & Baby Les Argonautes,P,P1,16801,255 cours de l'Argonne,-0.5812809,44.8226044
Crèche multi-accueil Lively Périnot,P,P1,17162,43 rue Perinot,-0.6294407,44.8530055
Crèche multi-accueil Babilou Aux P'tits voyages,P,P1,17164,83 rue Naujac,-0.5877068,44.8485449
Crèche multi-accueil People & Baby Lilorev,P,P1,17241,111 cours du Médoc,-0.5699298,44.8611477
EHPAD Villa des cinq sentes,N,N1,17601,35 sente des Compagnons,-0.5578188,44.8626242
Atelier du pôle senior Brach,N,N3,2783,33 rue de Brach,-0.5946546,44.839087
Club bouliste Albert 1er,C,C1,2789,25 rue Professeur Bergonié,-0.5696926,44.8148049
Maison de quartier Union Saint-Jean,O,O3,2793,97 rue Malbec,-0.5638154,44.8250017
Ecole Elémentaire Stendhal,A,A2,248,Rue du Faubourg des Arts,-0.5682412,44.8559575
Ecole Maternelle Stendhal,A,A1,249,Rue du Faubourg des Arts,-0.5677915,44.8555935
Ecole Maternelle Pins Francs,A,A1,254,371 avenue du Maréchal de Lattre de Tassigny,-0.6256733,44.8589241
Ecole Elémentaire Saint-Ferdinand,A,A2,258,,-0.6222961,44.8642184
Ecole Maternelle Clos Montesquieu,A,A1,259,1 allée du Clos Montesquieu,-0.6312606,44.8448707
Association Formation Professionnelle des Adultes (AFPA) - Centre de Bordeaux Caudéran,A,A13,260,44 rue Breau,-0.6215486,44.8458165
Ecole Elémentaire Paul Lapie,A,A2,263,Place Martyrs Résistance,-0.6156552,44.8517775
Ecole Elémentaire d'Application Jean Cocteau,A,A2,271,Rue du Grand Lebrun,-0.6019352,44.8484718
Ecole Maternelle d'Application Jean Cocteau,A,A1,273,Rue du Grand Lebrun,-0.6007063,44.8485094
La maison des Compagnons du Devoir et du Tour de France,A,A13,276,76 rue Laroche,-0.5858739,44.8519883
Ecole Elémentaire Bordeaux International School,A,A2,277,252 rue Judaïque,-0.5967121,44.8402685
Ecole Maternelle Lagrange,A,A1,278,145 rue Lagrange,-0.5833688,44.8507715
Institut Supérieur des Visiteurs Médicaux (ISVM),A,A12,283,219 rue Turenne,-0.5920088,44.8486811
Ecole Elémentaire Montgolfier,A,A2,286,6 rue Saint Maur,-0.5780071,44.8523947
Ecole Elémentaire Thiers,A,A2,296,315 avenue Thiers,-0.5429804,44.8502505
Ecole Elémentaire Jules Ferry,A,A2,300,101 rue Jules Ferry,-0.605987,44.8434108
Ecole Maternelle Jules Ferry,A,A1,301,100 rue Jules Ferry,-0.6057166,44.8425364
Bernom Sup Bordeaux - Réseau Talis Formation,A,A13,307,58 rue de Marseille,-0.5965187,44.8440529
OCP - Travelling,D,D11,18345,,-0.6231217,44.7942267
Association Formation Professionnelle des Adultes (AFPA) - Centre de Bordeaux Bègles,A,A13,604,79 rue Ferdinand Buisson,-0.5585847,44.801332
Institut Régional de Formation Sanitaire et Sociale Croix Rouge d'Aquitaine (IRFSS),A,A12,3704,,-0.5520376,44.8129036
Lycée Vaclav Havel,A,A4,6109,5 avenue Danielle Mitterrand,-0.564065,44.7866404
Association Formation Professionnelle des Adultes (AFPA) - Centre de Bordeaux Bègles,A,A13,6150,50 rue Ferdinand Buisson,-0.5574023,44.8016958
Foyer Restaurant Paul Langevin,N,N4,160,Rue Pierre Renaudel,-0.5692506,44.8091974
Crèche multi-accueil Les P'tits Coeurs,P,P1,828,Allée des Sécheries,-0.5415767,44.8047547
EHPAD Résidence Manon Cormier,N,N1,1865,44 avenue Maréchal de Lattre de Tassigny,-0.5441684,44.8048972
EHPAD Notre-Dame de Bon Secours,N,N1,1866,,-0.5461556,44.8064425
Etablissement et Services d'Aide par le Travail de Bègles (ESAT),B,B9,2648,98 rue Alexis Labro,-0.5605126,44.7915817
RPA Ambroise Croizat,N,N2,2652,9 rue du Maréchal Joffre,-0.5499809,44.8067419
RPA Paulette Sauboua,N,N2,2654,1 rue Paulette Sauboua,-0.546619,44.8091216
Centre Médico-Psychologique (CMP),B,B2,2655,44 rue du Preche,-0.5431029,44.8101598
Secours Populaire Français - Comité de Bègles,B,B3,2663,15 rue Yvonne et Robert Noutary,-0.5419297,44.8161404
Foyer d'Accueil Médicalisé Le Mascaret (FAM),B,B8,7564,,-0.560661,44.7909951
Foyer Restaurant Edouard Bosc,N,N4,7565,7 rue Edouard Bosc,-0.546774,44.8162398
Association de Prévention Spécialisée de Bègles (APSB),B,B3,11779,19 avenue Maréchal de Lattre de Tassigny,-0.5424382,44.8065614
Centre d'Accueil Thérapeutique à Temps Partiel La Rivière Bleue (CATTP),B,B2,2641,119 avenue du Maréchal Leclerc,-0.5417955,44.8097031
Centre Communal Action Sociale (CCAS),B,B7,8065,4 rue Calixte Camelle,-0.5484885,44.8077291
Plaine des sports et des loisirs,C,C4,155,,-0.5373838,44.800789
Complexe sportif Delphin Loche,C,C4,157,113 avenue du Professur Bergonié,-0.5531783,44.8058374
Gymnase Josette et Robert Boyer,C,C2,164,,-0.546039,44.8000998
City stade Maurice Thorez,C,C11,189,39 rue Charles Lamoureux,-0.5609869,44.8034648
Boulodrome La Ferrade,C,C1,2636,,-0.5668328,44.8012995
Maison de quartier Yves Farges,O,O3,2637,24 rue du 11 Novembre,-0.5501789,44.8063609
Dojo Béglais,C,C2,2643,17 rue Louise et Jean Sabail,-0.5613019,44.8014438
Port Garonne,J,J12,2646,,-0.5276409,44.7985065
Stade Le Dorat,C,C13,6256,,-0.5508546,44.7958578
Centre de loisirs Joliot Curie,C,C7,13398,16 rue Irène et Frédéric Joliot-Curie,-0.5453115,44.8015881
Centre de loisirs Marcel Sembat,C,C7,13400,25 rue Robert et Yvonne Noutary,-0.5441637,44.8163833
Centre de loisirs de la petite enfance,C,C7,15481,19 rue Irène et Frédéric Joliot-Curie,-0.5458457,44.8008189
Terrain de basket,C,C15,15978,,-0.5476634,44.8136047
Salle de sports Serge Duhourquet,C,C2,15979,,-0.5475275,44.8140183
Tennis,C,C14,15980,,-0.53683,44.8001158
City stade,C,C11,15982,,-0.5365445,44.8023635
Espace Jean Vautrin,D,D4,166,7 rue Alexis Labro,-0.559612,44.7934397
BxMétro - Tour 2000,M,M1,12200,1 C terrasse Front du Médoc,-0.5881618,44.8383036
Cinéma Festival,D,D2,879,151 boulevard Albert 1er,-0.5640157,44.8131321
Centre Musiques amplifiées,D,D8,3393,,-0.5520985,44.8123842
Théâtre du Levain,D,D4,9383,26 rue de la République,-0.5476318,44.8087355
Théâtre en miettes,D,D4,14379,2 rue du Preche,-0.5457576,44.8112551
Service Territorial Bordeaux Centre ville,M,M3,2547,39 quai Deschamps,-0.5556164,44.8371334
Marché Cours Victor Hugo,O,O4,15285,,-0.5644705,44.8127236
Bureau de poste,F,F4,2615,,-0.5600816,44.8079841
Plateforme ColiPoste,F,F4,2616,,-0.5357591,44.8115882
Salle Mussonville,O,O5,868,Rue Alexis Labro,-0.5592056,44.7940306
Parc Lacoste,H,H3,824,,-0.5446684,44.8142966
Square Monmousseau,H,H1,2611,,-0.5422702,44.7998922
Place Dulcie September,H,H1,2612,,-0.5511,44.8077935
Parking Rue Pasteur,J,J8,2603,,-0.5649573,44.8128339
Gare de Bègles,J,J2,2604,,-0.5555105,44.7994111
C. Terres Neuves,J,J7,3362,,-0.5508576,44.8152978
Parc-Relais Gare de Bègles,J,J5,10614,,-0.5532474,44.7972933
C. Gare de Bègles,J,J7,10658,,-0.5518613,44.7982102
C. Lycée Vaclav Havel,J,J7,10659,,-0.56624,44.7866262
Parking Les Sécheries (Metpark),J,J10,12956,,-0.5399608,44.8072583
Eglise Saint-Pierre,L,L1,162,,-0.543411,44.8017628
Collège Emmanuel Dupaty,A,A3,36,28 rue de Lattre de Tassigny,-0.627042,44.9075445
Lycée professionnel Saint-Michel,A,A4,37,20 avenue du Général de Gaulle,-0.6376266,44.9114428
Centre de Formation d'Apprentis du Bâtiment et des Travaux Publics (CFABTP),A,A13,628,26 avenue du Port du Roy,-0.6185329,44.9121896
Ecole Maternelle Albert Le Grand,A,A1,12339,189 rue de Saint Genès,-0.5827018,44.8240026
Ecole Maternelle Saint-Genès,A,A1,12343,160 rue de Saint Genès,-0.5807129,44.8248073
Ecole Maternelle Saint-Joseph de Tivoli,A,A1,12344,40 avenue d'Eysines,-0.5973081,44.8538113
Ecole Maternelle Saint-Seurin,A,A1,12346,75 rue Lachassaigne,-0.5900609,44.8438734
Ecole Maternelle Sainte-Monique,A,A1,12349,29 rue Paul Courteault,-0.6078503,44.8352308
Ecole Nationale de Protection Judiciaire de la Jeunesse (ENPJJ) - Pôle Territorial de Formation Sud-Ouest,A,A5,13216,8 rue du Professeur Adnré Lavignolle,-0.5674114,44.8856434
Ecole Elémentaire Edmond J. Safra,A,A2,13657,13 rue Maurice Lanoire,-0.5748469,44.8333327
Campus Bassins à flot,A,A5,13758,35 rue Lucien Faure,-0.5569013,44.8635189
Ecole Supérieure de Théâtre Bordeaux Aquitaine (ESTBA),A,A14,14138,3 place Pierre Renaudel,-0.5608521,44.831857
BxMétro - Direction des Espaces Verts,M,M6,18263,58 rue Jean Hameau,-0.5689672,44.8667656
Centre d'Information et d'Activités Musicales (CIAM),A,A14,14338,35 rue Leyteire,-0.5697958,44.8340184
Ecole Elémentaire Barbey,A,A2,14921,7 cours Barbey,-0.5632625,44.8276418
Service Territorial Bastide - Bordeaux Maritime,M,M3,2555,60 rue de New York,-0.5534161,44.8698644
Cirque Eclair,A,A14,15161,65 quai de Brazza,-0.5454106,44.85423
Institut des Métiers d'Arts Appliqués (LIM'ART),A,A14,15162,89 quai des Chartrons,-0.5663177,44.854147
Ecole MJM Graphic Design,A,A14,15163,124 rue du Docteur Albert Barraud,-0.5832956,44.8478402
"Ecole d'Arts appliqués, Design et Multimédia (ECRAN)",A,A14,15166,20 quai Lawton,-0.5571363,44.8634375
La Petite Ecole Bilingue de Bordeaux,A,A1,15541,33b cours de la Martinique,-0.5707142,44.8537191
Foyer Restaurant de la Monnaie,N,N4,7615,21 quai de la Monnaie,-0.5626397,44.8335909
Foyer Restaurant Nuits,N,N4,7636,30 rue du Chateauneuf,-0.5522446,44.8415391
Foyer Restaurant Pont de la Mousque,N,N4,7640,36 rue du Pont de la Mousque,-0.5734204,44.8417389
Association Stop Misère,B,B3,7642,9 rue Jean Dupas,-0.5398148,44.8294836
Foyer Restaurant Chantecrit,N,N4,7661,45 rue Commandant Hautreux,-0.5632062,44.86296
Centre Occupationnel de Jour La Batellerie (COJ),B,B8,7674,61 avenue Emile Counord,-0.5752441,44.8570114
Centre Occupationnel de Jour Centre d'activité du parc (COJ),B,B8,7680,31 rue de l'Ecole Normale,-0.6001059,44.8476893
Centre d'Hébergement et de Réinsertion Sociale Bacalan (CHRS),B,B8,7701,,-0.5552837,44.8723549
Foyer Restaurant Cité Lumineuse,N,N4,7783,196 rue Achard,-0.5451647,44.872615
Maison relais Saint-Fort,B,B8,8442,83 rue Lachassaigne,-0.5897043,44.8439533
Association pour Adultes et Jeunes Handicapés (APAJH) - Service d'accompagnement à la vie sociale,B,B3,8444,305 boulevard du Président Wilson,-0.5969804,44.8497136
Centre Hospitalier Charles Perrens,B,B1,3103,121 rue de la Béchade,-0.6012408,44.8242732
Association Nationale de Prévention en Alcoologie et Addictologie (ANPAA) - Direction régionale,D,B3,9344,36 rue Neuve,-0.5691876,44.836392
Syndicat CGT,B,B3,9422,44 cours Aristide Briand,-0.5777243,44.8323712
EHPAD Aimé Césaire,N,N1,9957,20 rue Professeur Lannelongue,-0.5732774,44.8675871
Service de santé au travail (AHI33) - Centre de Bordeaux Quai Louis XVIII,B,B2,10079,6 quai Louis XVIII,-0.5708845,44.8439036
Crèche multi-accueil Le Jardin d'Hortense,P,P1,10735,140 rue Hortense,-0.5563593,44.8460193
RPA Pont Saint-Jean,N,N2,2897,20 rue Jean Descas,-0.5581493,44.8303003
EHPAD La Chêneraie,N,N1,2898,78 rue de Lacanau,-0.6186875,44.8478576
EHPAD Les Fleurs de Gambetta,N,N1,2917,19 rue Gambetta,-0.615934,44.8500083
EHPAD Guyenne,N,N1,2920,194 rue Achard,-0.5464068,44.8723026
Résidence Universitaire Maison des Etudiants,A,A7,2926,50 rue Ligier,-0.5825352,44.8332525
EHPAD Korian Clos Serena,N,N1,2928,1 rue Jean Renaud Dandicolle,-0.5854816,44.8334023
Centre Départemental de l'Enfance et de la Famille (CDEF) - Service d'Accompagnement de la Famille et de l'Enfant (SAFE),B,B8,2934,49 place Martyrs de la Résistance,-0.5857237,44.8420565
EHPAD Ma Maison - Petites Soeurs des Pauvres,N,N1,2935,181 rue Judaïque,-0.5919379,44.8414344
EHPAD du Grand Bon Pasteur,N,N1,2945,6 avenue Charles de Gaulle,-0.5982858,44.8482888
Association pour Adultes et Jeunes Handicapés (APAJH) - Siège,B,B3,2946,272 boulevard du Président Wilson,-0.5968525,44.8488355
RPA Armand Faulat,N,N2,2947,80 rue Charles Chaumet,-0.6146986,44.8460345
Crèche multi-accueil La Maison soleil,P,P1,2951,30 rue du Chateauneuf,-0.5524077,44.8415616
Crèche multi-accueil Saint-Bruno,P,P1,2955,49 B rue Brizard,-0.5912028,44.8386933
Crèche multi-accueil Gaspard Philippe,P,P1,2960,11 rue Gaspard Philippe,-0.5666886,44.8335974
Crèche multi-accueil Mirassou,P,P1,2966,35 rue Roger Mirassou,-0.5669928,44.8216589
Crèche multi-accueil Albert Barraud,P,P1,2970,15 rue du Docteur Albert Barraud,-0.5867436,44.8444699
Crèche multi-accueil Ornano,P,P1,2973,300 rue d'Ornano,-0.5975862,44.8315104
Crèche multi-accueil La Pouponnière du centre,P,P1,2974,144 rue Manon Cormier,-0.5937608,44.8299565
Crèche multi-accueil Pitchoun Caudéran,P,P1,2980,152 avenue Charles de Gaulle,-0.605086,44.8499947
Crèche multi-accueil Armand Faulat 1,P,P1,2985,1 rue Bahr,-0.6136772,44.8462364
Crèche multi-accueil Grand parc Gendreau,P,P1,2988,37 rue Louis Gendreau,-0.5836096,44.858981
Centre Médico-Psycho-Pédagogique (CMPP),B,B2,2992,168 boulevard du Président Wilson,-0.5989916,44.844035
Croix Rouge - Equipe locale de Bordeaux,B,B3,3005,78 rue Delord,-0.5600454,44.861005
Association des Familles de Traumatisés crâniens et de Cérébrolésés (AFTC),B,B3,3025,29 rue des Sablières,-0.5756045,44.8260333
Secours Catholique,B,B3,3036,73 rue Lafaurie de Monbadon,-0.5802836,44.8455401
SAMU social,B,B3,3039,86 cours de la Marne,-0.567114,44.8297311
Syndicat FO,B,B3,3040,17 quai de la Monnaie,-0.5628908,44.8336971
Centre social Paul Bert,B,B4,3044,2 rue Paul Bert,-0.5743592,44.836782
Croix Rouge - Délégation départementale,B,B3,3045,130 cours d'Alsace et Lorraine,-0.5757712,44.8373192
Union Nationale des Aveugles et Déficients Visuels (UNADEV),B,B3,3046,12 rue de Cursol,-0.5760642,44.834821
Union Française des Centres de Vacances et de Loisirs (UFCV),B,B3,3050,12 rue Pierre Loti,-0.5582883,44.8245891
Syndicat CFDT,B,B3,3052,8 rue Théodore Gardere,-0.5819687,44.82696
Comité d'Etude et d'Information sur la Drogue et les addictions (CEID) - Siège,B,B3,3062,24 rue du Parlement Saint Pierre,-0.5713561,44.8401989
Association de Coordination et de Recherche pour l'Insertion Professionelle (ACRIP),B,B3,3066,17 rue Vital Carles,-0.5785316,44.8406371
Maison d'Enfants à Caractère Social Godard - Saint-Ferdinand (MECS),B,B8,3081,44 rue Calve,-0.5900831,44.8510543
Hôpital des armées,B,B1,3102,5 rue Saint Nicolas,-0.5746566,44.8268587
Hôpital Saint-André,B,B1,3108,,-0.5792098,44.834115
Groupe Hospitalier Pellegrin,B,B1,3109,,-0.6053765,44.828498
Polyclinique Bordeaux nord,B,B1,3115,15 rue Claude Boucher,-0.5788904,44.8637712
Clinique chirurgicale Bel-air,B,B1,3119,138 avenue de la République,-0.6063556,44.839256
Clinique Théodore Ducos,B,B1,3120,36 rue de Strasbourg,-0.5829876,44.8300593
Aire d'accueil des gens du voyage La Jallère,B,B12,3411,Avenue de Labarde,-0.5495818,44.8957967
Résidence Foyer Adoma Bordeaux Médoc,B,B8,4790,151 cours du Médoc,-0.5719245,44.8633821
Médecins du Monde,B,B3,4791,2 rue Carlevoix de Villers,-0.5479964,44.8703517
Groupe Hospitalier Pellegrin - Tripode,B,B1,4815,,-0.6046169,44.8277419
Groupe Hospitalier Pellegrin - Centre François-Xavier Michelet,B,B1,4821,,-0.6088169,44.8276021
Groupe Hospitalier Pellegrin - Maison des Parents,B,B8,4825,,-0.6107475,44.8268964
Centre de Traitement des Maladies Rénales (CTMR),B,B1,4836,106 avenue d'Ares,-0.6046477,44.8362149
Résidence Foyer Adoma Bordeaux Poyenne,B,B8,5984,18 rue Poyenne,-0.5657898,44.8560652
Crèche multi-accueil Brins d'Eveil,P,P1,6067,13 rue Ferrère,-0.5738755,44.8481838
EHPAD Le Platane du Grand Parc,N,N1,6908,,-0.5819308,44.8580826
Ecole Maternelle Noviciat,A,A1,373,28 rue des Douves,-0.5632113,44.8308403
Ecole Elémentaire André Meunier,A,A2,376,2 rue du Noviciat,-0.563651,44.8313258
Ecole Elémentaire Sainte-Thérèse,A,A2,391,17 rue du Fils,-0.6122954,44.8236489
Ecole Maternelle Béchade,A,A1,393,30 rue de la Bechade,-0.5972557,44.8256927
Ecole Elémentaire Loucheur,A,A2,394,8 rue Marcel Issartier,-0.6001194,44.8224305
Ecole Elémentaire Albert Le Grand,A,A2,398,189 rue de Saint Genès,-0.582369,44.8240024
Espace culturel Mouneyra,D,D5,11679,118 rue Mouneyra,-0.5867867,44.8313719
Musée d'Ethnographie de l'Université de Bordeaux,D,D3,13658,Rue Elie Gintrac,-0.5701543,44.8309697
OCP - La maison aux personnages,D,D11,10319,,-0.6033166,44.8304314
Cour Mably,D,D3,14140,3 rue Mably,-0.576835,44.8429181
Le 308,D,D3,14143,308 avenue Thiers,-0.5441503,44.8505347
Café-théâtre des Beaux Arts,D,D4,14156,2 rue des Beaux Arts,-0.5595476,44.8303324
